metabolite,SampleID,flux,description
inulin_m,DRR212419,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,DRR212419,1.15E-06,2-Demethylmenaquinone 8
gthox_m,DRR212419,1.00E-06,Oxidized glutathione
rhamnogalurII_m,DRR212419,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,DRR212419,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,DRR212419,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,DRR212419,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,DRR212419,1.00E-06,O2
gthrd_m,DRR212419,1.00E-06,Reduced glutathione
lichn_m,DRR212419,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,DRR212419,1.00E-06,Menaquinone 7
cit_m,DRR212419,1.00E-06,Citrate
arab_D_m,DRR212419,1.00E-06,D-Arabinose
fald_m,DRR212419,1.00E-06,formaldehyde
hxan_m,DRR212419,1.00E-06,Hypoxanthine
galmannan_m,DRR212419,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,DRR212419,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,DRR212419,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,DRR212419,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,DRR212419,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,DRR212419,1.00E-06,"Amylopectin, 900 repeat units"
pullulan1200_m,DRR212419,1.00E-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,DRR212419,1.00E-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,DRR212419,1.00E-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,DRR212419,1.00E-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,DRR212419,1.00E-06,pectins
xylan_m,DRR212419,1.00E-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,DRR212419,1.00E-06,chorismate
ribflv_m,DRR212419,1.00E-06,Riboflavin
pydam_m,DRR212419,1.94E-05,Pyridoxamine
sheme_m,DRR212419,7.04E-06,Siroheme
acgam_m,DRR212419,1.00E-06,N-acetyl-D-glucosamine
acnam_m,DRR212419,1.00E-06,N-acetylneuraminate
strch1_m,DRR212419,1.00E-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,DRR212419,0.005767643,hydrogenphosphate
dad_2_m,DRR212419,1.00E-06,2-deoxyadenosine
gam_m,DRR212419,1.00E-06,D-Glucosamine
dcyt_m,DRR212418,1.00E-06,Deoxycytidine
glyc3p_m,DRR212418,0.1,Glycerol 3-phosphate
glyleu_m,DRR212418,0.113256821,Glycylleucine
amp_m,DRR212418,0.1,AMP
nmn_m,DRR212418,0.1,NMN
cgly_m,DRR212418,0.1,L-cysteinylglycine
glyasp_m,DRR212418,0.08378859,Glycyl-L-aspartate
26dap_M_m,DRR212418,0.1,"meso-2,6-Diaminoheptanedioate"
orn_m,DRR212418,0.1,Ornithine
csn_m,DRR212418,1.00E-06,cytosine
cytd_m,DRR212418,0.1,Cytidine
acmana_m,DRR212418,1.00E-06,N-acetyl-D-mannosamine
adn_m,DRR212418,1.00E-06,Adenosine
metsox_S_L_m,DRR212418,0.003352157,L-Methionine Sulfoxide
dgsn_m,DRR212418,1.00E-06,Deoxyguanosine
phe_L_m,DRR212418,1.00E-06,L-phenylalanine
tyr_L_m,DRR212418,1.00E-06,L-tyrosine
uri_m,DRR212418,1.00E-06,Uridine
ddca_m,DRR212418,1.00E-06,laurate
cellb_m,DRR212418,1.00E-06,cellobiose
tre_m,DRR212418,1.00E-06,Trehalose
gsn_m,DRR212418,1.00E-06,Guanosine
lys_L_m,DRR212418,0.015,L-lysinium(1+)
arg_L_m,DRR212418,0.015,L-argininium(1+)
his_L_m,DRR212418,0.015,L-histidine
asn_L_m,DRR212418,0.0225,L-asparagine
gln_L_m,DRR212418,0.018,L-glutamine
ade_m,DRR212418,1.00E-06,Adenine
ocdcea_m,DRR212418,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,DRR212418,1.00E-06,L-cysteine
gua_m,DRR212418,1.00E-06,Guanine
ncam_m,DRR212418,1.00E-06,Nicotinamide
ala_L_m,DRR212418,1.00E-06,L-alanine
val_L_m,DRR212418,1.00E-06,L-valine
3mop_m,DRR212418,1.00E-06,3-methyl-2-oxopentanoate
ura_m,DRR212418,1.00E-06,uracil
ala_D_m,DRR212418,1.00E-06,D-alanine
met_L_m,DRR212418,1.00E-06,L-methionine
ile_L_m,DRR212418,1.00E-06,L-isoleucine
trp_L_m,DRR212418,0.008182,L-tryptophan
pro_L_m,DRR212418,0.018,L-proline
thr_L_m,DRR212418,1.00E-06,L-threonine
leu_L_m,DRR212418,1.00E-06,L-leucine
glu_L_m,DRR212418,0.018,L-glutamate(1-)
gly_m,DRR212418,1.00E-06,Glycine
asp_L_m,DRR212418,1.00E-06,L-aspartate(1-)
ocdca_m,DRR212418,1.00E-06,octadecanoate (n-C18:0)
drib_m,DRR212418,1.00E-06,2-deoxy-D-ribose
fru_m,DRR212418,1.00E-06,D-Fructose
man_m,DRR212418,1.00E-06,D-Mannose
gal_m,DRR212418,1.00E-06,D-Galactose
mnl_m,DRR212418,1.00E-06,D-Mannitol
indole_m,DRR212418,0.005239733,Indole
sbt_D_m,DRR212418,1.00E-06,D-glucitol
malt_m,DRR212418,1.00E-06,Maltose
sucr_m,DRR212418,1.00E-06,Sucrose
lcts_m,DRR212418,1.00E-06,Lactose
melib_m,DRR212418,1.00E-06,Melibiose
kestopt_m,DRR212418,1.00E-06,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,DRR212418,1.00E-06,Raffinose
ttdca_m,DRR212418,1.00E-06,tetradecanoate (n-C14:0)
fe3_m,DRR212418,8.28E-06,Fe3+
fe2_m,DRR212418,0.003902378,Fe2+
pnto_R_m,DRR212418,0.003905791,(R)-Pantothenate
fol_m,DRR212418,3.37E-05,Folate
mg2_m,DRR212418,0.001955089,magnesium
cl_m,DRR212418,0.001955089,Chloride
k_m,DRR212418,0.001955089,potassium
cobalt2_m,DRR212418,0.001955089,Co2+
zn2_m,DRR212418,0.001955089,Zinc
ca2_m,DRR212418,0.001955089,calcium(2+)
cu2_m,DRR212418,0.001955089,Cu2+
mn2_m,DRR212418,0.001955089,Mn2+
arab_L_m,DRR212418,1.00E-06,L-arabinose
4abz_m,DRR212418,0.005757512,4-Aminobenzoate
glcn_m,DRR212418,1.00E-06,D-gluconate
ptrc_m,DRR212418,0.001930353,Putrescine
pheme_m,DRR212418,1.16E-05,Protoheme
spmd_m,DRR212418,0.001930442,Spermidine
thm_m,DRR212418,0.001930442,Thiamin
12dgr180_m,DRR212418,1.00E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,DRR212418,0.00191955,Pyridoxal
so4_m,DRR212418,1.00E-06,sulfate
thymd_m,DRR212418,1.00E-06,Thymidine
pydxn_m,DRR212418,1.00E-06,Pyridoxine
lanost_m,DRR212418,1.00E-06,lanosterol
q8_m,DRR212418,7.45E-06,Ubiquinone-8
hdca_m,DRR212418,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,DRR212418,1.00E-06,Menaquinone 8
lmn30_m,DRR212418,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,DRR212418,1.00E-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,DRR212418,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,DRR212418,7.45E-06,2-Demethylmenaquinone 8
gthox_m,DRR212418,1.00E-06,Oxidized glutathione
rhamnogalurII_m,DRR212418,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,DRR212418,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,DRR212418,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,DRR212418,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,DRR212418,1.00E-06,O2
gthrd_m,DRR212418,1.00E-06,Reduced glutathione
lichn_m,DRR212418,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,DRR212418,1.00E-06,Menaquinone 7
cit_m,DRR212418,1.00E-06,Citrate
arab_D_m,DRR212418,1.00E-06,D-Arabinose
fald_m,DRR212418,1.00E-06,formaldehyde
hxan_m,DRR212418,1.00E-06,Hypoxanthine
galmannan_m,DRR212418,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,DRR212418,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,DRR212418,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,DRR212418,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,DRR212418,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,DRR212418,1.00E-06,"Amylopectin, 900 repeat units"
pullulan1200_m,DRR212418,1.00E-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,DRR212418,1.00E-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,DRR212418,1.00E-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,DRR212418,1.00E-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,DRR212418,1.00E-06,pectins
xylan_m,DRR212418,1.00E-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,DRR212418,1.00E-06,chorismate
ribflv_m,DRR212418,1.00E-06,Riboflavin
pydam_m,DRR212418,5.78E-06,Pyridoxamine
sheme_m,DRR212418,1.10E-05,Siroheme
acgam_m,DRR212418,1.00E-06,N-acetyl-D-glucosamine
acnam_m,DRR212418,1.00E-06,N-acetylneuraminate
strch1_m,DRR212418,1.00E-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,DRR212418,0.005802785,hydrogenphosphate
dad_2_m,DRR212418,1.00E-06,2-deoxyadenosine
gam_m,DRR212418,1.00E-06,D-Glucosamine
dcyt_m,DRR212426,1.00E-06,Deoxycytidine
glyc3p_m,DRR212426,0.097195024,Glycerol 3-phosphate
glyleu_m,DRR212426,0.113256821,Glycylleucine
amp_m,DRR212426,0.1,AMP
nmn_m,DRR212426,0.1,NMN
cgly_m,DRR212426,0.1,L-cysteinylglycine
glyasp_m,DRR212426,0.08378859,Glycyl-L-aspartate
26dap_M_m,DRR212426,0.1,"meso-2,6-Diaminoheptanedioate"
orn_m,DRR212426,0.1,Ornithine
csn_m,DRR212426,1.00E-06,cytosine
cytd_m,DRR212426,0.095298492,Cytidine
acmana_m,DRR212426,1.00E-06,N-acetyl-D-mannosamine
adn_m,DRR212426,1.00E-06,Adenosine
metsox_S_L_m,DRR212426,1.00E-06,L-Methionine Sulfoxide
dgsn_m,DRR212426,1.00E-06,Deoxyguanosine
phe_L_m,DRR212426,1.00E-06,L-phenylalanine
tyr_L_m,DRR212426,1.00E-06,L-tyrosine
uri_m,DRR212426,1.00E-06,Uridine
ddca_m,DRR212426,1.00E-06,laurate
cellb_m,DRR212426,1.00E-06,cellobiose
tre_m,DRR212426,1.00E-06,Trehalose
gsn_m,DRR212426,1.00E-06,Guanosine
lys_L_m,DRR212426,0.014854842,L-lysinium(1+)
arg_L_m,DRR212426,0.015,L-argininium(1+)
his_L_m,DRR212426,0.015,L-histidine
asn_L_m,DRR212426,0.0225,L-asparagine
gln_L_m,DRR212426,0.018,L-glutamine
ade_m,DRR212426,1.00E-06,Adenine
ocdcea_m,DRR212426,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,DRR212426,1.00E-06,L-cysteine
gua_m,DRR212426,1.00E-06,Guanine
ncam_m,DRR212426,1.00E-06,Nicotinamide
ala_L_m,DRR212426,1.00E-06,L-alanine
val_L_m,DRR212426,1.00E-06,L-valine
3mop_m,DRR212426,1.00E-06,3-methyl-2-oxopentanoate
ura_m,DRR212426,1.00E-06,uracil
ala_D_m,DRR212426,1.00E-06,D-alanine
met_L_m,DRR212426,1.00E-06,L-methionine
ile_L_m,DRR212426,1.00E-06,L-isoleucine
trp_L_m,DRR212426,0.008182,L-tryptophan
pro_L_m,DRR212426,1.00E-06,L-proline
thr_L_m,DRR212426,1.00E-06,L-threonine
leu_L_m,DRR212426,1.00E-06,L-leucine
glu_L_m,DRR212426,1.00E-06,L-glutamate(1-)
gly_m,DRR212426,1.00E-06,Glycine
asp_L_m,DRR212426,1.00E-06,L-aspartate(1-)
ocdca_m,DRR212426,1.00E-06,octadecanoate (n-C18:0)
drib_m,DRR212426,1.00E-06,2-deoxy-D-ribose
fru_m,DRR212426,1.00E-06,D-Fructose
man_m,DRR212426,1.00E-06,D-Mannose
gal_m,DRR212426,1.00E-06,D-Galactose
mnl_m,DRR212426,1.00E-06,D-Mannitol
indole_m,DRR212426,1.00E-06,Indole
sbt_D_m,DRR212426,1.00E-06,D-glucitol
malt_m,DRR212426,1.00E-06,Maltose
sucr_m,DRR212426,1.00E-06,Sucrose
lcts_m,DRR212426,1.00E-06,Lactose
melib_m,DRR212426,1.00E-06,Melibiose
kestopt_m,DRR212426,1.00E-06,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,DRR212426,1.00E-06,Raffinose
ttdca_m,DRR212426,1.00E-06,tetradecanoate (n-C14:0)
fe3_m,DRR212426,0.003790808,Fe3+
fe2_m,DRR212426,8.25E-06,Fe2+
pnto_R_m,DRR212426,0.003796334,(R)-Pantothenate
fol_m,DRR212426,1.60E-05,Folate
mg2_m,DRR212426,0.001899493,magnesium
cl_m,DRR212426,0.001899493,Chloride
k_m,DRR212426,0.001899493,potassium
cobalt2_m,DRR212426,0.001899493,Co2+
zn2_m,DRR212426,0.001899493,Zinc
ca2_m,DRR212426,0.001899493,calcium(2+)
cu2_m,DRR212426,0.001899493,Cu2+
mn2_m,DRR212426,0.001899493,Mn2+
arab_L_m,DRR212426,1.00E-06,L-arabinose
4abz_m,DRR212426,0.005661133,4-Aminobenzoate
glcn_m,DRR212426,1.00E-06,D-gluconate
ptrc_m,DRR212426,0.001892414,Putrescine
pheme_m,DRR212426,5.40E-06,Protoheme
spmd_m,DRR212426,0.001892441,Spermidine
thm_m,DRR212426,0.001892441,Thiamin
12dgr180_m,DRR212426,1.00E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,DRR212426,0.001894351,Pyridoxal
so4_m,DRR212426,1.00E-06,sulfate
thymd_m,DRR212426,1.00E-06,Thymidine
pydxn_m,DRR212426,1.00E-06,Pyridoxine
lanost_m,DRR212426,1.00E-06,lanosterol
q8_m,DRR212426,1.82E-06,Ubiquinone-8
hdca_m,DRR212426,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,DRR212426,1.00E-06,Menaquinone 8
lmn30_m,DRR212426,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,DRR212426,1.00E-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,DRR212426,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,DRR212426,1.82E-06,2-Demethylmenaquinone 8
gthox_m,DRR212426,1.00E-06,Oxidized glutathione
rhamnogalurII_m,DRR212426,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,DRR212426,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,DRR212426,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,DRR212426,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,DRR212426,1.00E-06,O2
gthrd_m,DRR212426,1.00E-06,Reduced glutathione
lichn_m,DRR212426,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,DRR212426,1.00E-06,Menaquinone 7
cit_m,DRR212426,1.00E-06,Citrate
arab_D_m,DRR212426,1.00E-06,D-Arabinose
fald_m,DRR212426,1.00E-06,formaldehyde
hxan_m,DRR212426,1.00E-06,Hypoxanthine
galmannan_m,DRR212426,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,DRR212426,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,DRR212426,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,DRR212426,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,DRR212426,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,DRR212426,1.00E-06,"Amylopectin, 900 repeat units"
pullulan1200_m,DRR212426,1.00E-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,DRR212426,1.00E-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,DRR212426,1.00E-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,DRR212426,1.00E-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,DRR212426,1.00E-06,pectins
xylan_m,DRR212426,1.00E-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,DRR212426,1.00E-06,chorismate
ribflv_m,DRR212426,1.00E-06,Riboflavin
pydam_m,DRR212426,5.09E-06,Pyridoxamine
sheme_m,DRR212426,5.32E-06,Siroheme
acgam_m,DRR212426,1.00E-06,N-acetyl-D-glucosamine
acnam_m,DRR212426,1.00E-06,N-acetylneuraminate
strch1_m,DRR212426,1.00E-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,DRR212426,1.00E-06,hydrogenphosphate
dad_2_m,DRR212426,1.00E-06,2-deoxyadenosine
gam_m,DRR212426,1.00E-06,D-Glucosamine
dcyt_m,DRR212410,1.00E-06,Deoxycytidine
glyc3p_m,DRR212410,0.060863506,Glycerol 3-phosphate
glyleu_m,DRR212410,0.113256821,Glycylleucine
amp_m,DRR212410,0.1,AMP
nmn_m,DRR212410,0.1,NMN
cgly_m,DRR212410,0.1,L-cysteinylglycine
glyasp_m,DRR212410,0.08378859,Glycyl-L-aspartate
26dap_M_m,DRR212410,0.1,"meso-2,6-Diaminoheptanedioate"
orn_m,DRR212410,0.1,Ornithine
csn_m,DRR212410,0.1,cytosine
cytd_m,DRR212410,1.00E-06,Cytidine
acmana_m,DRR212410,1.00E-06,N-acetyl-D-mannosamine
adn_m,DRR212410,1.00E-06,Adenosine
metsox_S_L_m,DRR212410,0.013510203,L-Methionine Sulfoxide
dgsn_m,DRR212410,1.00E-06,Deoxyguanosine
phe_L_m,DRR212410,1.00E-06,L-phenylalanine
tyr_L_m,DRR212410,1.00E-06,L-tyrosine
uri_m,DRR212410,1.00E-06,Uridine
ddca_m,DRR212410,1.00E-06,laurate
cellb_m,DRR212410,1.00E-06,cellobiose
tre_m,DRR212410,1.00E-06,Trehalose
gsn_m,DRR212410,1.00E-06,Guanosine
lys_L_m,DRR212410,0.015,L-lysinium(1+)
arg_L_m,DRR212410,0.015,L-argininium(1+)
his_L_m,DRR212410,0.015,L-histidine
asn_L_m,DRR212410,0.0225,L-asparagine
gln_L_m,DRR212410,0.018,L-glutamine
ade_m,DRR212410,0.062433463,Adenine
ocdcea_m,DRR212410,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,DRR212410,1.00E-06,L-cysteine
gua_m,DRR212410,1.00E-06,Guanine
ncam_m,DRR212410,1.00E-06,Nicotinamide
ala_L_m,DRR212410,1.00E-06,L-alanine
val_L_m,DRR212410,1.00E-06,L-valine
3mop_m,DRR212410,1.00E-06,3-methyl-2-oxopentanoate
ura_m,DRR212410,1.00E-06,uracil
ala_D_m,DRR212410,1.00E-06,D-alanine
met_L_m,DRR212410,1.00E-06,L-methionine
ile_L_m,DRR212410,0.015,L-isoleucine
trp_L_m,DRR212410,0.008182,L-tryptophan
pro_L_m,DRR212410,1.00E-06,L-proline
thr_L_m,DRR212410,1.00E-06,L-threonine
leu_L_m,DRR212410,1.00E-06,L-leucine
glu_L_m,DRR212410,1.00E-06,L-glutamate(1-)
gly_m,DRR212410,1.00E-06,Glycine
asp_L_m,DRR212410,1.00E-06,L-aspartate(1-)
ocdca_m,DRR212410,1.00E-06,octadecanoate (n-C18:0)
drib_m,DRR212410,1.00E-06,2-deoxy-D-ribose
fru_m,DRR212410,1.00E-06,D-Fructose
man_m,DRR212410,1.00E-06,D-Mannose
gal_m,DRR212410,1.00E-06,D-Galactose
mnl_m,DRR212410,1.00E-06,D-Mannitol
indole_m,DRR212410,1.00E-06,Indole
sbt_D_m,DRR212410,1.00E-06,D-glucitol
malt_m,DRR212410,1.00E-06,Maltose
sucr_m,DRR212410,1.00E-06,Sucrose
lcts_m,DRR212410,1.00E-06,Lactose
melib_m,DRR212410,1.00E-06,Melibiose
kestopt_m,DRR212410,1.00E-06,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,DRR212410,1.00E-06,Raffinose
ttdca_m,DRR212410,1.00E-06,tetradecanoate (n-C14:0)
fe3_m,DRR212410,0.003577181,Fe3+
fe2_m,DRR212410,2.99E-06,Fe2+
pnto_R_m,DRR212410,0.001420824,(R)-Pantothenate
fol_m,DRR212410,0.001949433,Folate
mg2_m,DRR212410,0.001437054,magnesium
cl_m,DRR212410,0.001437054,Chloride
k_m,DRR212410,0.001437054,potassium
cobalt2_m,DRR212410,0.001437054,Co2+
zn2_m,DRR212410,0.001437054,Zinc
ca2_m,DRR212410,0.001437054,calcium(2+)
cu2_m,DRR212410,0.001437054,Cu2+
mn2_m,DRR212410,0.001437054,Mn2+
arab_L_m,DRR212410,1.00E-06,L-arabinose
4abz_m,DRR212410,0.002340551,4-Aminobenzoate
glcn_m,DRR212410,1.00E-06,D-gluconate
ptrc_m,DRR212410,0.001430072,Putrescine
pheme_m,DRR212410,0.001355727,Protoheme
spmd_m,DRR212410,0.001430206,Spermidine
thm_m,DRR212410,0.001430206,Thiamin
12dgr180_m,DRR212410,1.00E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,DRR212410,0.000647176,Pyridoxal
so4_m,DRR212410,1.00E-06,sulfate
thymd_m,DRR212410,1.00E-06,Thymidine
pydxn_m,DRR212410,1.00E-06,Pyridoxine
lanost_m,DRR212410,1.00E-06,lanosterol
q8_m,DRR212410,1.33E-06,Ubiquinone-8
hdca_m,DRR212410,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,DRR212410,1.00E-06,Menaquinone 8
lmn30_m,DRR212410,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,DRR212410,1.00E-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,DRR212410,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,DRR212410,1.33E-06,2-Demethylmenaquinone 8
gthox_m,DRR212410,1.00E-06,Oxidized glutathione
rhamnogalurII_m,DRR212410,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,DRR212410,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,DRR212410,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,DRR212410,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,DRR212410,1.00E-06,O2
gthrd_m,DRR212410,1.00E-06,Reduced glutathione
lichn_m,DRR212410,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,DRR212410,1.00E-06,Menaquinone 7
cit_m,DRR212410,1.00E-06,Citrate
arab_D_m,DRR212410,1.00E-06,D-Arabinose
fald_m,DRR212410,1.00E-06,formaldehyde
hxan_m,DRR212410,1.00E-06,Hypoxanthine
galmannan_m,DRR212410,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,DRR212410,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,DRR212410,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,DRR212410,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
