metabolite,SampleID,flux,description
nac_m,SRR21232892,0.113326165,Nicotinate
ura_m,SRR21232892,0.102944407,uracil
glyb_m,SRR21232892,1.00E-06,glycine betaine
rib_D_m,SRR21232892,1.00E-06,D-ribose
glcn_m,SRR21232892,1.00E-06,D-gluconate
3mop_m,SRR21232892,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR21232892,1.00E-06,Allantoin
inost_m,SRR21232892,1.00E-06,myo-inositol
phenol_m,SRR21232892,0.048985136,Phenol
mal_L_m,SRR21232892,1.00E-06,(S)-malate(2-)
phpyr_m,SRR21232892,1.00E-06,keto-phenylpyruvate
thymd_m,SRR21232892,1.00E-06,Thymidine
4hbz_m,SRR21232892,1.00E-06,4-hydroxybenzoate
etoh_m,SRR21232892,1.00E-06,ethanol
lald_L_m,SRR21232892,1.00E-06,(S)-lactaldehyde
ins_m,SRR21232892,1.00E-06,Inosine
but_m,SRR21232892,1.00E-06,butyrate
4hphac_m,SRR21232892,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR21232892,1.00E-06,Uridine
ocdca_m,SRR21232892,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR21232892,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR21232892,1.00E-06,Riboflavin
hdca_m,SRR21232892,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR21232892,1.00E-06,methanol
4hoxpacd_m,SRR21232892,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR21232892,1.00E-06,D-Arabinose
acac_m,SRR21232892,1.00E-06,acetoacetate
2hyoxplac_m,SRR21232892,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR21232892,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR21232892,1.00E-06,D-Fructose
fum_m,SRR21232892,1.00E-06,Fumarate
xtsn_m,SRR21232892,1.00E-06,xanthosine
btd_RR_m,SRR21232892,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR21232892,1.00E-06,Reduced riboflavin
ch4s_m,SRR21232892,1.00E-06,Methanethiol
ppi_m,SRR21232892,1.00E-06,Diphosphate
12ppd_S_m,SRR21232892,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR21232892,1.00E-06,L-cysteine
galur_m,SRR21232892,1.00E-06,D-Galacturonate
ac_m,SRR21232892,1.00E-06,acetate
2obut_m,SRR21232892,1.00E-06,2-Oxobutanoate
apio_D_m,SRR21232892,0.000800961,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR21232892,0.000533974,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR21232892,0.000533974,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR21232892,0.000533974,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR21232892,0.000533974,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR21232892,1.00E-06,Indole
acerA_m,SRR21232892,0.000266987,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR21232892,1.00E-06,formaldehyde
ispre_m,SRR21232892,1.00E-06,Isoprene
mqn7_m,SRR9277319,1.00E-06,Menaquinone 7
mqn8_m,SRR9277319,24.62490719,Menaquinone 8
h_m,SRR9277319,57.00355948,proton
h2s_m,SRR9277319,1.00E-06,Hydrogen sulfide
so4_m,SRR9277319,1.00E-06,sulfate
co2_m,SRR9277319,0.79363726,carbon dioxide
tma_m,SRR9277319,1.00E-06,trimethylamine
h2o_m,SRR9277319,4.510564985,Water
tmao_m,SRR9277319,1.00E-06,Trimethylamine N-oxide
so3_m,SRR9277319,0.222474887,Sulfite
tsul_m,SRR9277319,1.00E-06,thiosulfate(2-)
for_m,SRR9277319,1.00E-06,Formate
chol_m,SRR9277319,1.00E-06,Choline
o2_m,SRR9277319,0.445438186,O2
diact_m,SRR9277319,1.00E-06,Diacetyl
ppa_m,SRR9277319,1.00E-06,propionate
h2_m,SRR9277319,1.00E-06,Hydrogen
xan_m,SRR9277319,1.00E-06,Xanthine
lac_L_m,SRR9277319,1.00E-06,(S)-lactate
glyc_m,SRR9277319,1.00E-06,Glycerol
succ_m,SRR9277319,1.00E-06,Succinate
isocapr_m,SRR9277319,1.00E-06,Isocaproate
oxa_m,SRR9277319,1.00E-06,oxalate(2-)
glyclt_m,SRR9277319,1.00E-06,glycolate
pac_m,SRR9277319,1.00E-06,phenylacetate
acald_m,SRR9277319,1.00E-06,acetaldehyde
actn_R_m,SRR9277319,1.00E-06,(R)-Acetoin
isobut_m,SRR9277319,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR9277319,1.00E-06,chorismate
hxan_m,SRR9277319,1.00E-06,Hypoxanthine
mnl_m,SRR9277319,1.00E-06,D-Mannitol
gcald_m,SRR9277319,1.00E-06,glycolaldehyde
fuc_L_m,SRR9277319,1.00E-06,L-fucose
bhb_m,SRR9277319,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR9277319,1.00E-06,Citrate
isoval_m,SRR9277319,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR9277319,0.09680368,Nicotinate
ura_m,SRR9277319,0.112518788,uracil
glyb_m,SRR9277319,1.00E-06,glycine betaine
rib_D_m,SRR9277319,1.00E-06,D-ribose
glcn_m,SRR9277319,1.00E-06,D-gluconate
3mop_m,SRR9277319,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR9277319,0.541416023,Allantoin
inost_m,SRR9277319,1.00E-06,myo-inositol
phenol_m,SRR9277319,1.00E-06,Phenol
mal_L_m,SRR9277319,1.00E-06,(S)-malate(2-)
phpyr_m,SRR9277319,0.030689212,keto-phenylpyruvate
thymd_m,SRR9277319,1.00E-06,Thymidine
4hbz_m,SRR9277319,0.047209789,4-hydroxybenzoate
etoh_m,SRR9277319,1.00E-06,ethanol
lald_L_m,SRR9277319,1.00E-06,(S)-lactaldehyde
ins_m,SRR9277319,1.00E-06,Inosine
but_m,SRR9277319,1.00E-06,butyrate
4hphac_m,SRR9277319,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR9277319,1.00E-06,Uridine
ocdca_m,SRR9277319,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR9277319,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR9277319,1.00E-06,Riboflavin
hdca_m,SRR9277319,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR9277319,0.006513,methanol
4hoxpacd_m,SRR9277319,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR9277319,1.00E-06,D-Arabinose
acac_m,SRR9277319,1.00E-06,acetoacetate
2hyoxplac_m,SRR9277319,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR9277319,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR9277319,1.00E-06,D-Fructose
fum_m,SRR9277319,1.00E-06,Fumarate
xtsn_m,SRR9277319,1.00E-06,xanthosine
btd_RR_m,SRR9277319,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR9277319,1.00E-06,Reduced riboflavin
ch4s_m,SRR9277319,1.00E-06,Methanethiol
ppi_m,SRR9277319,1.00E-06,Diphosphate
12ppd_S_m,SRR9277319,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR9277319,1.00E-06,L-cysteine
galur_m,SRR9277319,1.00E-06,D-Galacturonate
ac_m,SRR9277319,1.00E-06,acetate
2obut_m,SRR9277319,1.00E-06,2-Oxobutanoate
apio_D_m,SRR9277319,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR9277319,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR9277319,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR9277319,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR9277319,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR9277319,1.00E-06,Indole
acerA_m,SRR9277319,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR9277319,1.00E-06,formaldehyde
ispre_m,SRR9277319,1.00E-06,Isoprene
mqn7_m,SRR19820330,5.785783651,Menaquinone 7
mqn8_m,SRR19820330,9.172379004,Menaquinone 8
h_m,SRR19820330,42.26301501,proton
h2s_m,SRR19820330,1.00E-06,Hydrogen sulfide
so4_m,SRR19820330,3.687715203,sulfate
co2_m,SRR19820330,1.00E-06,carbon dioxide
tma_m,SRR19820330,1.00E-06,trimethylamine
h2o_m,SRR19820330,1.00E-06,Water
tmao_m,SRR19820330,5.276800592,Trimethylamine N-oxide
so3_m,SRR19820330,1.00E-06,Sulfite
tsul_m,SRR19820330,0.8435954,thiosulfate(2-)
for_m,SRR19820330,1.00E-06,Formate
chol_m,SRR19820330,1.00E-06,Choline
o2_m,SRR19820330,1.00E-06,O2
diact_m,SRR19820330,1.00E-06,Diacetyl
ppa_m,SRR19820330,1.00E-06,propionate
h2_m,SRR19820330,1.00E-06,Hydrogen
xan_m,SRR19820330,1.00E-06,Xanthine
lac_L_m,SRR19820330,1.00E-06,(S)-lactate
glyc_m,SRR19820330,1.00E-06,Glycerol
succ_m,SRR19820330,1.00E-06,Succinate
isocapr_m,SRR19820330,1.00E-06,Isocaproate
oxa_m,SRR19820330,1.00E-06,oxalate(2-)
glyclt_m,SRR19820330,1.00E-06,glycolate
pac_m,SRR19820330,0.152933326,phenylacetate
acald_m,SRR19820330,1.00E-06,acetaldehyde
actn_R_m,SRR19820330,0.079094706,(R)-Acetoin
isobut_m,SRR19820330,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR19820330,0.00979495,chorismate
hxan_m,SRR19820330,0.290014531,Hypoxanthine
mnl_m,SRR19820330,1.00E-06,D-Mannitol
gcald_m,SRR19820330,1.00E-06,glycolaldehyde
fuc_L_m,SRR19820330,1.00E-06,L-fucose
bhb_m,SRR19820330,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR19820330,1.00E-06,Citrate
isoval_m,SRR19820330,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR19820330,0.096222447,Nicotinate
ura_m,SRR19820330,1.00E-06,uracil
glyb_m,SRR19820330,1.00E-06,glycine betaine
rib_D_m,SRR19820330,1.00E-06,D-ribose
glcn_m,SRR19820330,1.00E-06,D-gluconate
3mop_m,SRR19820330,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR19820330,1.00E-06,Allantoin
inost_m,SRR19820330,1.00E-06,myo-inositol
phenol_m,SRR19820330,1.00E-06,Phenol
mal_L_m,SRR19820330,1.00E-06,(S)-malate(2-)
phpyr_m,SRR19820330,0.148113377,keto-phenylpyruvate
thymd_m,SRR19820330,1.00E-06,Thymidine
4hbz_m,SRR19820330,0.072681263,4-hydroxybenzoate
etoh_m,SRR19820330,1.00E-06,ethanol
lald_L_m,SRR19820330,1.00E-06,(S)-lactaldehyde
ins_m,SRR19820330,1.00E-06,Inosine
but_m,SRR19820330,1.00E-06,butyrate
4hphac_m,SRR19820330,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR19820330,1.00E-06,Uridine
ocdca_m,SRR19820330,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR19820330,4.43E-05,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR19820330,1.00E-06,Riboflavin
hdca_m,SRR19820330,0.047722489,Hexadecanoate (n-C16:0)
meoh_m,SRR19820330,1.00E-06,methanol
4hoxpacd_m,SRR19820330,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR19820330,0.04668475,D-Arabinose
acac_m,SRR19820330,1.00E-06,acetoacetate
2hyoxplac_m,SRR19820330,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR19820330,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR19820330,1.00E-06,D-Fructose
fum_m,SRR19820330,0.122136016,Fumarate
xtsn_m,SRR19820330,1.00E-06,xanthosine
btd_RR_m,SRR19820330,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR19820330,1.00E-06,Reduced riboflavin
ch4s_m,SRR19820330,1.00E-06,Methanethiol
ppi_m,SRR19820330,1.08E-05,Diphosphate
12ppd_S_m,SRR19820330,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR19820330,1.00E-06,L-cysteine
galur_m,SRR19820330,1.00E-06,D-Galacturonate
ac_m,SRR19820330,1.00E-06,acetate
2obut_m,SRR19820330,1.00E-06,2-Oxobutanoate
apio_D_m,SRR19820330,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR19820330,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR19820330,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR19820330,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR19820330,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR19820330,1.00E-06,Indole
acerA_m,SRR19820330,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR19820330,1.00E-06,formaldehyde
ispre_m,SRR19820330,1.00E-06,Isoprene
mqn7_m,SRR21232891,1.00E-06,Menaquinone 7
mqn8_m,SRR21232891,21.62760462,Menaquinone 8
h_m,SRR21232891,36.53197049,proton
h2s_m,SRR21232891,0.217077326,Hydrogen sulfide
so4_m,SRR21232891,1.00E-06,sulfate
co2_m,SRR21232891,1.446507969,carbon dioxide
tma_m,SRR21232891,1.00E-06,trimethylamine
h2o_m,SRR21232891,3.901404048,Water
tmao_m,SRR21232891,1.00E-06,Trimethylamine N-oxide
so3_m,SRR21232891,1.00E-06,Sulfite
tsul_m,SRR21232891,1.00E-06,thiosulfate(2-)
for_m,SRR21232891,1.00E-06,Formate
chol_m,SRR21232891,1.00E-06,Choline
o2_m,SRR21232891,1.00E-06,O2
diact_m,SRR21232891,1.00E-06,Diacetyl
ppa_m,SRR21232891,1.00E-06,propionate
h2_m,SRR21232891,1.00E-06,Hydrogen
xan_m,SRR21232891,0.552760925,Xanthine
lac_L_m,SRR21232891,1.00E-06,(S)-lactate
glyc_m,SRR21232891,1.00E-06,Glycerol
succ_m,SRR21232891,1.00E-06,Succinate
isocapr_m,SRR21232891,1.00E-06,Isocaproate
oxa_m,SRR21232891,1.00E-06,oxalate(2-)
glyclt_m,SRR21232891,1.00E-06,glycolate
pac_m,SRR21232891,0.028540915,phenylacetate
acald_m,SRR21232891,1.00E-06,acetaldehyde
actn_R_m,SRR21232891,1.00E-06,(R)-Acetoin
isobut_m,SRR21232891,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR21232891,1.00E-06,chorismate
hxan_m,SRR21232891,1.00E-06,Hypoxanthine
mnl_m,SRR21232891,1.00E-06,D-Mannitol
gcald_m,SRR21232891,1.00E-06,glycolaldehyde
fuc_L_m,SRR21232891,1.00E-06,L-fucose
bhb_m,SRR21232891,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR21232891,1.00E-06,Citrate
isoval_m,SRR21232891,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR21232891,0.096075847,Nicotinate
ura_m,SRR21232891,0.139868375,uracil
glyb_m,SRR21232891,1.00E-06,glycine betaine
rib_D_m,SRR21232891,1.00E-06,D-ribose
glcn_m,SRR21232891,1.00E-06,D-gluconate
3mop_m,SRR21232891,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR21232891,1.00E-06,Allantoin
inost_m,SRR21232891,1.00E-06,myo-inositol
phenol_m,SRR21232891,1.00E-06,Phenol
mal_L_m,SRR21232891,1.00E-06,(S)-malate(2-)
phpyr_m,SRR21232891,1.00E-06,keto-phenylpyruvate
thymd_m,SRR21232891,1.00E-06,Thymidine
4hbz_m,SRR21232891,0.050677475,4-hydroxybenzoate
etoh_m,SRR21232891,1.00E-06,ethanol
lald_L_m,SRR21232891,1.00E-06,(S)-lactaldehyde
ins_m,SRR21232891,1.00E-06,Inosine
but_m,SRR21232891,1.00E-06,butyrate
4hphac_m,SRR21232891,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR21232891,1.00E-06,Uridine
ocdca_m,SRR21232891,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR21232891,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR21232891,1.00E-06,Riboflavin
hdca_m,SRR21232891,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR21232891,1.00E-06,methanol
4hoxpacd_m,SRR21232891,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR21232891,1.00E-06,D-Arabinose
acac_m,SRR21232891,1.00E-06,acetoacetate
2hyoxplac_m,SRR21232891,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR21232891,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR21232891,1.00E-06,D-Fructose
fum_m,SRR21232891,1.00E-06,Fumarate
xtsn_m,SRR21232891,1.00E-06,xanthosine
btd_RR_m,SRR21232891,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR21232891,1.00E-06,Reduced riboflavin
ch4s_m,SRR21232891,1.00E-06,Methanethiol
ppi_m,SRR21232891,1.00E-06,Diphosphate
12ppd_S_m,SRR21232891,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR21232891,1.00E-06,L-cysteine
galur_m,SRR21232891,1.00E-06,D-Galacturonate
ac_m,SRR21232891,1.00E-06,acetate
2obut_m,SRR21232891,1.00E-06,2-Oxobutanoate
apio_D_m,SRR21232891,0.000800961,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR21232891,0.000533974,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR21232891,0.000533974,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR21232891,0.000533974,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR21232891,0.000533974,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR21232891,1.00E-06,Indole
acerA_m,SRR21232891,0.000266987,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR21232891,1.00E-06,formaldehyde
ispre_m,SRR21232891,1.00E-06,Isoprene
mqn7_m,SRR18156377,28.55603632,Menaquinone 7
mqn8_m,SRR18156377,1.00E-06,Menaquinone 8
h_m,SRR18156377,77.59592344,proton
h2s_m,SRR18156377,1.00E-06,Hydrogen sulfide
so4_m,SRR18156377,7.103576143,sulfate
co2_m,SRR18156377,2.56500778,carbon dioxide
tma_m,SRR18156377,9.92518849,trimethylamine
h2o_m,SRR18156377,1.00E-06,Water
tmao_m,SRR18156377,12.34201799,Trimethylamine N-oxide
so3_m,SRR18156377,1.00E-06,Sulfite
tsul_m,SRR18156377,7.530364372,thiosulfate(2-)
for_m,SRR18156377,1.00E-06,Formate
chol_m,SRR18156377,1.00E-06,Choline
o2_m,SRR18156377,1.00E-06,O2
diact_m,SRR18156377,1.00E-06,Diacetyl
ppa_m,SRR18156377,1.00E-06,propionate
h2_m,SRR18156377,1.00E-06,Hydrogen
xan_m,SRR18156377,1.00E-06,Xanthine
lac_L_m,SRR18156377,1.00E-06,(S)-lactate
glyc_m,SRR18156377,1.00E-06,Glycerol
succ_m,SRR18156377,4.375967766,Succinate
isocapr_m,SRR18156377,1.00E-06,Isocaproate
oxa_m,SRR18156377,1.00E-06,oxalate(2-)
glyclt_m,SRR18156377,1.00E-06,glycolate
pac_m,SRR18156377,0.715673121,phenylacetate
acald_m,SRR18156377,1.00E-06,acetaldehyde
actn_R_m,SRR18156377,1.00E-06,(R)-Acetoin
isobut_m,SRR18156377,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR18156377,1.00E-06,chorismate
hxan_m,SRR18156377,1.00E-06,Hypoxanthine
mnl_m,SRR18156377,1.00E-06,D-Mannitol
gcald_m,SRR18156377,1.00E-06,glycolaldehyde
fuc_L_m,SRR18156377,1.00E-06,L-fucose
bhb_m,SRR18156377,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR18156377,1.00E-06,Citrate
isoval_m,SRR18156377,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR18156377,0.096179654,Nicotinate
ura_m,SRR18156377,1.00E-06,uracil
glyb_m,SRR18156377,1.00E-06,glycine betaine
rib_D_m,SRR18156377,1.00E-06,D-ribose
glcn_m,SRR18156377,1.00E-06,D-gluconate
3mop_m,SRR18156377,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR18156377,1.00E-06,Allantoin
inost_m,SRR18156377,1.00E-06,myo-inositol
phenol_m,SRR18156377,1.00E-06,Phenol
mal_L_m,SRR18156377,1.00E-06,(S)-malate(2-)
phpyr_m,SRR18156377,1.00E-06,keto-phenylpyruvate
thymd_m,SRR18156377,1.00E-06,Thymidine
4hbz_m,SRR18156377,1.00E-06,4-hydroxybenzoate
etoh_m,SRR18156377,1.00E-06,ethanol
lald_L_m,SRR18156377,1.00E-06,(S)-lactaldehyde
ins_m,SRR18156377,1.00E-06,Inosine
but_m,SRR18156377,1.00E-06,butyrate
4hphac_m,SRR18156377,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR18156377,1.00E-06,Uridine
ocdca_m,SRR18156377,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR18156377,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR18156377,1.00E-06,Riboflavin
hdca_m,SRR18156377,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR18156377,1.00E-06,methanol
4hoxpacd_m,SRR18156377,0.12145454,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR18156377,1.00E-06,D-Arabinose
acac_m,SRR18156377,1.00E-06,acetoacetate
2hyoxplac_m,SRR18156377,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR18156377,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR18156377,1.00E-06,D-Fructose
fum_m,SRR18156377,1.00E-06,Fumarate
xtsn_m,SRR18156377,1.00E-06,xanthosine
btd_RR_m,SRR18156377,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR18156377,1.00E-06,Reduced riboflavin
ch4s_m,SRR18156377,1.00E-06,Methanethiol
ppi_m,SRR18156377,2.36E-05,Diphosphate
12ppd_S_m,SRR18156377,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR18156377,1.00E-06,L-cysteine
galur_m,SRR18156377,1.00E-06,D-Galacturonate
ac_m,SRR18156377,1.00E-06,acetate
2obut_m,SRR18156377,1.00E-06,2-Oxobutanoate
apio_D_m,SRR18156377,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR18156377,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR18156377,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR18156377,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR18156377,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR18156377,1.00E-06,Indole
acerA_m,SRR18156377,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR18156377,1.00E-06,formaldehyde
ispre_m,SRR18156377,1.00E-06,Isoprene
mqn7_m,SRR20999501,8.722243588,Menaquinone 7
mqn8_m,SRR20999501,14.46461611,Menaquinone 8
h_m,SRR20999501,80.42670063,proton
h2s_m,SRR20999501,1.969538409,Hydrogen sulfide
so4_m,SRR20999501,5.924143433,sulfate
co2_m,SRR20999501,13.04411787,carbon dioxide
tma_m,SRR20999501,20.48029,trimethylamine
h2o_m,SRR20999501,1.00E-06,Water
tmao_m,SRR20999501,0.362483,Trimethylamine N-oxide
so3_m,SRR20999501,1.00E-06,Sulfite
tsul_m,SRR20999501,6.523756692,thiosulfate(2-)
for_m,SRR20999501,1.00E-06,Formate
chol_m,SRR20999501,1.00E-06,Choline
o2_m,SRR20999501,1.00E-06,O2
diact_m,SRR20999501,1.00E-06,Diacetyl
ppa_m,SRR20999501,1.00E-06,propionate
h2_m,SRR20999501,1.00E-06,Hydrogen
xan_m,SRR20999501,1.00E-06,Xanthine
lac_L_m,SRR20999501,1.00E-06,(S)-lactate
glyc_m,SRR20999501,1.00E-06,Glycerol
succ_m,SRR20999501,1.00E-06,Succinate
isocapr_m,SRR20999501,0.090620752,Isocaproate
oxa_m,SRR20999501,1.00E-06,oxalate(2-)
glyclt_m,SRR20999501,1.00E-06,glycolate
pac_m,SRR20999501,1.00E-06,phenylacetate
acald_m,SRR20999501,1.00E-06,acetaldehyde
actn_R_m,SRR20999501,1.00E-06,(R)-Acetoin
isobut_m,SRR20999501,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR20999501,1.00E-06,chorismate
hxan_m,SRR20999501,0.236311587,Hypoxanthine
mnl_m,SRR20999501,2.066067097,D-Mannitol
gcald_m,SRR20999501,1.00E-06,glycolaldehyde
fuc_L_m,SRR20999501,1.00E-06,L-fucose
bhb_m,SRR20999501,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR20999501,1.00E-06,Citrate
isoval_m,SRR20999501,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR20999501,0.096201854,Nicotinate
ura_m,SRR20999501,1.00E-06,uracil
glyb_m,SRR20999501,1.00E-06,glycine betaine
rib_D_m,SRR20999501,1.00E-06,D-ribose
glcn_m,SRR20999501,1.00E-06,D-gluconate
3mop_m,SRR20999501,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR20999501,1.00E-06,Allantoin
inost_m,SRR20999501,1.00E-06,myo-inositol
phenol_m,SRR20999501,1.00E-06,Phenol
mal_L_m,SRR20999501,1.00E-06,(S)-malate(2-)
phpyr_m,SRR20999501,0.373761814,keto-phenylpyruvate
thymd_m,SRR20999501,0.108781027,Thymidine
4hbz_m,SRR20999501,1.00E-06,4-hydroxybenzoate
etoh_m,SRR20999501,1.00E-06,ethanol
lald_L_m,SRR20999501,1.00E-06,(S)-lactaldehyde
ins_m,SRR20999501,1.00E-06,Inosine
but_m,SRR20999501,1.00E-06,butyrate
4hphac_m,SRR20999501,0.244766663,4-hydroxyphenylacetate
uri_m,SRR20999501,1.00E-06,Uridine
ocdca_m,SRR20999501,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR20999501,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR20999501,1.00E-06,Riboflavin
hdca_m,SRR20999501,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR20999501,1.00E-06,methanol
4hoxpacd_m,SRR20999501,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR20999501,1.00E-06,D-Arabinose
acac_m,SRR20999501,1.00E-06,acetoacetate
2hyoxplac_m,SRR20999501,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR20999501,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR20999501,1.00E-06,D-Fructose
fum_m,SRR20999501,1.00E-06,Fumarate
